img_path,label,group
G:/Shared drives/BioSoundSCape_ABG/labeled_data/spectrogram_data/training/156090786_53.5_noaug_I_sp3_3310.png,3,3310
G:/Shared drives/BioSoundSCape_ABG/labeled_data/spectrogram_data/training/156093421_25.5_noaug_I_sp3_3371.png,3,3371
G:/Shared drives/BioSoundSCape_ABG/labeled_data/spectrogram_data/training/154743920_6.99_noaug_I_sp3_3362.png,3,3362
G:/Shared drives/BioSoundSCape_ABG/labeled_data/spectrogram_data/training/154795791_48.54_noaug_I_sp3_3311.png,3,3311
G:/Shared drives/BioSoundSCape_ABG/labeled_data/spectrogram_data/training/156092198_0.3_noaug_I_sp3_3339.png,3,3339
G:/Shared drives/BioSoundSCape_ABG/labeled_data/spectrogram_data/training/156093125_2.82_noaug_I_sp3_3386.png,3,3386
G:/Shared drives/BioSoundSCape_ABG/labeled_data/spectrogram_data/training/156093828_26.96_noaug_I_sp3_3349.png,3,3349
G:/Shared drives/BioSoundSCape_ABG/labeled_data/spectrogram_data/training/154743920_6.74_noaug_I_sp3_3362.png,3,3362
G:/Shared drives/BioSoundSCape_ABG/labeled_data/spectrogram_data/training/156090786_53.75_noaug_I_sp3_3310.png,3,3310
G:/Shared drives/BioSoundSCape_ABG/labeled_data/spectrogram_data/training/154793180_22.37_noaug_I_sp3_3392.png,3,3392
G:/Shared drives/BioSoundSCape_ABG/labeled_data/spectrogram_data/training/154795791_48.04_noaug_I_sp3_3311.png,3,3311
G:/Shared drives/BioSoundSCape_ABG/labeled_data/spectrogram_data/training/156093125_3.07_noaug_I_sp3_3386.png,3,3386
G:/Shared drives/BioSoundSCape_ABG/labeled_data/spectrogram_data/training/154793180_22.87_noaug_I_sp3_3392.png,3,3392
G:/Shared drives/BioSoundSCape_ABG/labeled_data/spectrogram_data/training/154795843_20.4_noaug_I_sp3_3361.png,3,3361
G:/Shared drives/BioSoundSCape_ABG/labeled_data/spectrogram_data/training/156090156_26.73_noaug_I_sp3_3312.png,3,3312
G:/Shared drives/BioSoundSCape_ABG/labeled_data/spectrogram_data/training/156087686_38.64_noaug_I_sp3_3385.png,3,3385
G:/Shared drives/BioSoundSCape_ABG/labeled_data/spectrogram_data/training/157389251_48.02_noaug_I_sp3_3391.png,3,3391
G:/Shared drives/BioSoundSCape_ABG/labeled_data/spectrogram_data/training/156087907_34.1_noaug_I_sp3_3340.png,3,3340
G:/Shared drives/BioSoundSCape_ABG/labeled_data/spectrogram_data/training/156089585_32.05_noaug_I_sp3_3377.png,3,3377
G:/Shared drives/BioSoundSCape_ABG/labeled_data/spectrogram_data/training/156087907_33.85_noaug_I_sp3_3340.png,3,3340
G:/Shared drives/BioSoundSCape_ABG/labeled_data/spectrogram_data/training/154743920_6.49_noaug_I_sp3_3362.png,3,3362
G:/Shared drives/BioSoundSCape_ABG/labeled_data/spectrogram_data/training/154746855_33.41_noaug_I_sp3_3358.png,3,3358
G:/Shared drives/BioSoundSCape_ABG/labeled_data/spectrogram_data/training/156087907_33.6_noaug_I_sp3_3340.png,3,3340
G:/Shared drives/BioSoundSCape_ABG/labeled_data/spectrogram_data/training/156089148_13.77_noaug_I_sp3_3381.png,3,3381
G:/Shared drives/BioSoundSCape_ABG/labeled_data/spectrogram_data/training/156091237_6.75_noaug_I_sp3_3372.png,3,3372
G:/Shared drives/BioSoundSCape_ABG/labeled_data/spectrogram_data/training/154795843_20.9_noaug_I_sp3_3361.png,3,3361
G:/Shared drives/BioSoundSCape_ABG/labeled_data/spectrogram_data/training/157389251_48.27_noaug_I_sp3_3391.png,3,3391
G:/Shared drives/BioSoundSCape_ABG/labeled_data/spectrogram_data/training/156092954_55.67_noaug_I_sp3_3341.png,3,3341
G:/Shared drives/BioSoundSCape_ABG/labeled_data/spectrogram_data/training/156090057_48.52_noaug_I_sp3_3373.png,3,3373
G:/Shared drives/BioSoundSCape_ABG/labeled_data/spectrogram_data/training/157374981_47.94_noaug_I_sp3_3363.png,3,3363
G:/Shared drives/BioSoundSCape_ABG/labeled_data/spectrogram_data/training/156093828_26.46_noaug_I_sp3_3349.png,3,3349
G:/Shared drives/BioSoundSCape_ABG/labeled_data/spectrogram_data/training/157389251_48.52_noaug_I_sp3_3391.png,3,3391
G:/Shared drives/BioSoundSCape_ABG/labeled_data/spectrogram_data/training/156089148_13.52_noaug_I_sp3_3381.png,3,3381
G:/Shared drives/BioSoundSCape_ABG/labeled_data/spectrogram_data/training/156092478_57.38_noaug_I_sp3_3376.png,3,3376
G:/Shared drives/BioSoundSCape_ABG/labeled_data/spectrogram_data/training/156093828_26.71_noaug_I_sp3_3349.png,3,3349
G:/Shared drives/BioSoundSCape_ABG/labeled_data/spectrogram_data/training/156089831_41.55_noaug_I_sp3_3378.png,3,3378
G:/Shared drives/BioSoundSCape_ABG/labeled_data/spectrogram_data/training/156089585_32.55_noaug_I_sp3_3377.png,3,3377
G:/Shared drives/BioSoundSCape_ABG/labeled_data/spectrogram_data/training/156092954_55.17_noaug_I_sp3_3341.png,3,3341
G:/Shared drives/BioSoundSCape_ABG/labeled_data/spectrogram_data/training/156094809_11.89_noaug_I_sp3_3380.png,3,3380
G:/Shared drives/BioSoundSCape_ABG/labeled_data/spectrogram_data/training/154795791_48.29_noaug_I_sp3_3311.png,3,3311
G:/Shared drives/BioSoundSCape_ABG/labeled_data/spectrogram_data/training/156094809_11.64_noaug_I_sp3_3380.png,3,3380
G:/Shared drives/BioSoundSCape_ABG/labeled_data/spectrogram_data/training/156095651_56.61_noaug_I_sp3_3357.png,3,3357
G:/Shared drives/BioSoundSCape_ABG/labeled_data/spectrogram_data/training/154795843_20.65_noaug_I_sp3_3361.png,3,3361
G:/Shared drives/BioSoundSCape_ABG/labeled_data/spectrogram_data/training/156092954_55.42_noaug_I_sp3_3341.png,3,3341
G:/Shared drives/BioSoundSCape_ABG/labeled_data/spectrogram_data/training/156088855_22.54_noaug_I_sp3_3309.png,3,3309
G:/Shared drives/BioSoundSCape_ABG/labeled_data/spectrogram_data/training/156095651_56.36_noaug_I_sp3_3357.png,3,3357
G:/Shared drives/BioSoundSCape_ABG/labeled_data/spectrogram_data/training/156093421_25.0_noaug_I_sp3_3371.png,3,3371
G:/Shared drives/BioSoundSCape_ABG/labeled_data/spectrogram_data/training/156093421_25.25_noaug_I_sp3_3371.png,3,3371
G:/Shared drives/BioSoundSCape_ABG/labeled_data/spectrogram_data/training/156089585_32.3_noaug_I_sp3_3377.png,3,3377
G:/Shared drives/BioSoundSCape_ABG/labeled_data/spectrogram_data/training/156095651_56.11_noaug_I_sp3_3357.png,3,3357
G:/Shared drives/BioSoundSCape_ABG/labeled_data/spectrogram_data/training/156090786_54.0_noaug_I_sp3_3310.png,3,3310
G:/Shared drives/BioSoundSCape_ABG/labeled_data/spectrogram_data/training/156091237_6.25_noaug_I_sp3_3372.png,3,3372
G:/Shared drives/BioSoundSCape_ABG/labeled_data/spectrogram_data/training/154744054_22.68_noaug_I_sp3_3408.png,3,3408
G:/Shared drives/BioSoundSCape_ABG/labeled_data/spectrogram_data/training/157388303_51.76_noaug_I_sp3_3409.png,3,3409
G:/Shared drives/BioSoundSCape_ABG/labeled_data/spectrogram_data/training/154744054_22.18_noaug_I_sp3_3408.png,3,3408
G:/Shared drives/BioSoundSCape_ABG/labeled_data/spectrogram_data/training/157388303_52.01_noaug_I_sp3_3409.png,3,3409
G:/Shared drives/BioSoundSCape_ABG/labeled_data/spectrogram_data/training/157388303_51.51_noaug_I_sp3_3409.png,3,3409
G:/Shared drives/BioSoundSCape_ABG/labeled_data/spectrogram_data/training/156093391_43.75_noaug_I_sp3_3411.png,3,3411
G:/Shared drives/BioSoundSCape_ABG/labeled_data/spectrogram_data/training/156089262_21.65_noaug_I_sp3_3410.png,3,3410
G:/Shared drives/BioSoundSCape_ABG/labeled_data/spectrogram_data/training/156089262_21.4_noaug_I_sp3_3410.png,3,3410
G:/Shared drives/BioSoundSCape_ABG/labeled_data/spectrogram_data/training/156093391_44.25_noaug_I_sp3_3411.png,3,3411
G:/Shared drives/BioSoundSCape_ABG/labeled_data/spectrogram_data/training/156089262_21.9_noaug_I_sp3_3410.png,3,3410
G:/Shared drives/BioSoundSCape_ABG/labeled_data/spectrogram_data/training/156091696_37.3_noaug_I_sp3_3412.png,3,3412
G:/Shared drives/BioSoundSCape_ABG/labeled_data/spectrogram_data/training/156092202_32.07_noaug_I_sp3_3413.png,3,3413
G:/Shared drives/BioSoundSCape_ABG/labeled_data/spectrogram_data/training/156093391_44.0_noaug_I_sp3_3411.png,3,3411
G:/Shared drives/BioSoundSCape_ABG/labeled_data/spectrogram_data/training/156091696_37.55_noaug_I_sp3_3412.png,3,3412
G:/Shared drives/BioSoundSCape_ABG/labeled_data/spectrogram_data/training/156091696_37.05_noaug_I_sp3_3412.png,3,3412
G:/Shared drives/BioSoundSCape_ABG/labeled_data/spectrogram_data/training/156093226_52.51_noaug_I_sp3_3407.png,3,3407
G:/Shared drives/BioSoundSCape_ABG/labeled_data/spectrogram_data/training/156088797_7.52_noaug_I_sp3_3406.png,3,3406
G:/Shared drives/BioSoundSCape_ABG/labeled_data/spectrogram_data/training/156088633_33.92_noaug_I_sp3_3405.png,3,3405
G:/Shared drives/BioSoundSCape_ABG/labeled_data/spectrogram_data/training/156092425_54.37_noaug_I_sp3_3404.png,3,3404
G:/Shared drives/BioSoundSCape_ABG/labeled_data/spectrogram_data/training/156093226_52.76_noaug_I_sp3_3407.png,3,3407
G:/Shared drives/BioSoundSCape_ABG/labeled_data/spectrogram_data/training/156094491_18.15_noaug_I_sp3_3403.png,3,3403
G:/Shared drives/BioSoundSCape_ABG/labeled_data/spectrogram_data/training/156094491_18.65_noaug_I_sp3_3403.png,3,3403
G:/Shared drives/BioSoundSCape_ABG/labeled_data/spectrogram_data/training/156088633_33.42_noaug_I_sp3_3405.png,3,3405
G:/Shared drives/BioSoundSCape_ABG/labeled_data/spectrogram_data/training/156088797_7.02_noaug_I_sp3_3406.png,3,3406
G:/Shared drives/BioSoundSCape_ABG/labeled_data/spectrogram_data/training/156092425_54.62_noaug_I_sp3_3404.png,3,3404
G:/Shared drives/BioSoundSCape_ABG/labeled_data/spectrogram_data/training/156092425_54.12_noaug_I_sp3_3404.png,3,3404
G:/Shared drives/BioSoundSCape_ABG/labeled_data/spectrogram_data/training/156093226_52.26_noaug_I_sp3_3407.png,3,3407
G:/Shared drives/BioSoundSCape_ABG/labeled_data/spectrogram_data/training/156088797_7.27_noaug_I_sp3_3406.png,3,3406
G:/Shared drives/BioSoundSCape_ABG/labeled_data/spectrogram_data/training/156089834_45.83_noaug_I_sp3_3398.png,3,3398
G:/Shared drives/BioSoundSCape_ABG/labeled_data/spectrogram_data/training/156088633_33.67_noaug_I_sp3_3405.png,3,3405
G:/Shared drives/BioSoundSCape_ABG/labeled_data/spectrogram_data/training/154746114_44.57_noaug_I_sp3_3402.png,3,3402
G:/Shared drives/BioSoundSCape_ABG/labeled_data/spectrogram_data/training/156090053_0.84_noaug_I_sp3_3400.png,3,3400
G:/Shared drives/BioSoundSCape_ABG/labeled_data/spectrogram_data/training/156094491_18.4_noaug_I_sp3_3403.png,3,3403
G:/Shared drives/BioSoundSCape_ABG/labeled_data/spectrogram_data/training/157389006_51.75_noaug_I_sp3_3393.png,3,3393
G:/Shared drives/BioSoundSCape_ABG/labeled_data/spectrogram_data/training/156093601_30.43_noaug_I_sp3_3401.png,3,3401
G:/Shared drives/BioSoundSCape_ABG/labeled_data/spectrogram_data/training/154746114_44.82_noaug_I_sp3_3402.png,3,3402
G:/Shared drives/BioSoundSCape_ABG/labeled_data/spectrogram_data/training/156092202_32.32_noaug_I_sp3_3413.png,3,3413
G:/Shared drives/BioSoundSCape_ABG/labeled_data/spectrogram_data/training/156093601_30.18_noaug_I_sp3_3401.png,3,3401
G:/Shared drives/BioSoundSCape_ABG/labeled_data/spectrogram_data/training/156090406_20.84_noaug_I_sp3_3399.png,3,3399
G:/Shared drives/BioSoundSCape_ABG/labeled_data/spectrogram_data/training/157389006_51.25_noaug_I_sp3_3393.png,3,3393
G:/Shared drives/BioSoundSCape_ABG/labeled_data/spectrogram_data/training/154748129_50.65_noaug_I_sp3_3394.png,3,3394
G:/Shared drives/BioSoundSCape_ABG/labeled_data/spectrogram_data/training/154744054_22.43_noaug_I_sp3_3408.png,3,3408
G:/Shared drives/BioSoundSCape_ABG/labeled_data/spectrogram_data/training/156093601_29.93_noaug_I_sp3_3401.png,3,3401
G:/Shared drives/BioSoundSCape_ABG/labeled_data/spectrogram_data/training/156090053_0.59_noaug_I_sp3_3400.png,3,3400
G:/Shared drives/BioSoundSCape_ABG/labeled_data/spectrogram_data/training/156090406_21.34_noaug_I_sp3_3399.png,3,3399
G:/Shared drives/BioSoundSCape_ABG/labeled_data/spectrogram_data/training/156090053_0.34_noaug_I_sp3_3400.png,3,3400
G:/Shared drives/BioSoundSCape_ABG/labeled_data/spectrogram_data/training/156089834_45.33_noaug_I_sp3_3398.png,3,3398
G:/Shared drives/BioSoundSCape_ABG/labeled_data/spectrogram_data/training/154746114_44.32_noaug_I_sp3_3402.png,3,3402
G:/Shared drives/BioSoundSCape_ABG/labeled_data/spectrogram_data/training/156090406_21.09_noaug_I_sp3_3399.png,3,3399
G:/Shared drives/BioSoundSCape_ABG/labeled_data/spectrogram_data/training/156089565_38.23_noaug_I_sp3_3426.png,3,3426
G:/Shared drives/BioSoundSCape_ABG/labeled_data/spectrogram_data/training/154748129_50.4_noaug_I_sp3_3394.png,3,3394
G:/Shared drives/BioSoundSCape_ABG/labeled_data/spectrogram_data/training/156091772_16.09_noaug_I_sp3_3423.png,3,3423
G:/Shared drives/BioSoundSCape_ABG/labeled_data/spectrogram_data/training/154794941_55.66_noaug_I_sp3_3425.png,3,3425
G:/Shared drives/BioSoundSCape_ABG/labeled_data/spectrogram_data/training/157374696_0.0_noaug_I_sp3_3418.png,3,3418
G:/Shared drives/BioSoundSCape_ABG/labeled_data/spectrogram_data/training/154794725_46.85_noaug_I_sp3_3429.png,3,3429
G:/Shared drives/BioSoundSCape_ABG/labeled_data/spectrogram_data/training/154794941_55.91_noaug_I_sp3_3425.png,3,3425
G:/Shared drives/BioSoundSCape_ABG/labeled_data/spectrogram_data/training/154794941_56.16_noaug_I_sp3_3425.png,3,3425
G:/Shared drives/BioSoundSCape_ABG/labeled_data/spectrogram_data/training/156088344_14.78_noaug_I_sp3_3438.png,3,3438
G:/Shared drives/BioSoundSCape_ABG/labeled_data/spectrogram_data/training/154791195_24.23_noaug_I_sp3_3396.png,3,3396
G:/Shared drives/BioSoundSCape_ABG/labeled_data/spectrogram_data/training/156089834_54.04_noaug_I_sp3_3395.png,3,3395
G:/Shared drives/BioSoundSCape_ABG/labeled_data/spectrogram_data/training/156091772_15.59_noaug_I_sp3_3423.png,3,3423
G:/Shared drives/BioSoundSCape_ABG/labeled_data/spectrogram_data/training/156089565_37.98_noaug_I_sp3_3426.png,3,3426
G:/Shared drives/BioSoundSCape_ABG/labeled_data/spectrogram_data/training/156093125_3.26_noaug_I_sp3_3433.png,3,3433
G:/Shared drives/BioSoundSCape_ABG/labeled_data/spectrogram_data/training/154744215_46.59_noaug_I_sp3_3439.png,3,3439
G:/Shared drives/BioSoundSCape_ABG/labeled_data/spectrogram_data/training/157376734_45.76_noaug_I_sp3_3428.png,3,3428
G:/Shared drives/BioSoundSCape_ABG/labeled_data/spectrogram_data/training/154748129_50.9_noaug_I_sp3_3394.png,3,3394
G:/Shared drives/BioSoundSCape_ABG/labeled_data/spectrogram_data/training/156089148_13.02_noaug_I_sp3_3415.png,3,3415
G:/Shared drives/BioSoundSCape_ABG/labeled_data/spectrogram_data/training/156093125_2.76_noaug_I_sp3_3433.png,3,3433
G:/Shared drives/BioSoundSCape_ABG/labeled_data/spectrogram_data/training/157376734_45.26_noaug_I_sp3_3428.png,3,3428
G:/Shared drives/BioSoundSCape_ABG/labeled_data/spectrogram_data/training/154747926_52.19_noaug_I_sp3_3424.png,3,3424
G:/Shared drives/BioSoundSCape_ABG/labeled_data/spectrogram_data/training/157374363_4.87_noaug_I_sp3_3414.png,3,3414
G:/Shared drives/BioSoundSCape_ABG/labeled_data/spectrogram_data/training/156089834_54.29_noaug_I_sp3_3395.png,3,3395
G:/Shared drives/BioSoundSCape_ABG/labeled_data/spectrogram_data/training/157374363_4.37_noaug_I_sp3_3414.png,3,3414
G:/Shared drives/BioSoundSCape_ABG/labeled_data/spectrogram_data/training/154794725_46.6_noaug_I_sp3_3429.png,3,3429
G:/Shared drives/BioSoundSCape_ABG/labeled_data/spectrogram_data/training/157374696_0.5_noaug_I_sp3_3418.png,3,3418
G:/Shared drives/BioSoundSCape_ABG/labeled_data/spectrogram_data/training/156092202_31.82_noaug_I_sp3_3413.png,3,3413
G:/Shared drives/BioSoundSCape_ABG/labeled_data/spectrogram_data/training/154794725_46.35_noaug_I_sp3_3429.png,3,3429
G:/Shared drives/BioSoundSCape_ABG/labeled_data/spectrogram_data/training/154747926_51.69_noaug_I_sp3_3424.png,3,3424
G:/Shared drives/BioSoundSCape_ABG/labeled_data/spectrogram_data/training/154747926_51.94_noaug_I_sp3_3424.png,3,3424
G:/Shared drives/BioSoundSCape_ABG/labeled_data/spectrogram_data/training/156088344_15.28_noaug_I_sp3_3438.png,3,3438
G:/Shared drives/BioSoundSCape_ABG/labeled_data/spectrogram_data/training/157374363_4.62_noaug_I_sp3_3414.png,3,3414
G:/Shared drives/BioSoundSCape_ABG/labeled_data/spectrogram_data/training/154744215_46.84_noaug_I_sp3_3439.png,3,3439
G:/Shared drives/BioSoundSCape_ABG/labeled_data/spectrogram_data/training/154789468_7.19_noaug_I_sp3_3434.png,3,3434
G:/Shared drives/BioSoundSCape_ABG/labeled_data/spectrogram_data/training/156089834_54.54_noaug_I_sp3_3395.png,3,3395
G:/Shared drives/BioSoundSCape_ABG/labeled_data/spectrogram_data/training/157375823_28.73_noaug_I_sp3_3441.png,3,3441
G:/Shared drives/BioSoundSCape_ABG/labeled_data/spectrogram_data/training/156094285_7.3_noaug_I_sp3_3432.png,3,3432
G:/Shared drives/BioSoundSCape_ABG/labeled_data/spectrogram_data/training/154791195_23.98_noaug_I_sp3_3396.png,3,3396
G:/Shared drives/BioSoundSCape_ABG/labeled_data/spectrogram_data/training/156089148_13.27_noaug_I_sp3_3415.png,3,3415
G:/Shared drives/BioSoundSCape_ABG/labeled_data/spectrogram_data/training/157389015_18.22_noaug_I_sp3_3430.png,3,3430
G:/Shared drives/BioSoundSCape_ABG/labeled_data/spectrogram_data/training/157374918_33.95_noaug_I_sp3_3431.png,3,3431
G:/Shared drives/BioSoundSCape_ABG/labeled_data/spectrogram_data/training/154787485_5.87_noaug_I_sp3_3435.png,3,3435
G:/Shared drives/BioSoundSCape_ABG/labeled_data/spectrogram_data/training/154787302_2.05_noaug_I_sp3_3420.png,3,3420
G:/Shared drives/BioSoundSCape_ABG/labeled_data/spectrogram_data/training/157374858_54.54_noaug_I_sp3_3443.png,3,3443
G:/Shared drives/BioSoundSCape_ABG/labeled_data/spectrogram_data/training/154789468_7.44_noaug_I_sp3_3434.png,3,3434
G:/Shared drives/BioSoundSCape_ABG/labeled_data/spectrogram_data/training/156087787_13.36_noaug_I_sp3_3440.png,3,3440
G:/Shared drives/BioSoundSCape_ABG/labeled_data/spectrogram_data/training/156087787_13.61_noaug_I_sp3_3440.png,3,3440
G:/Shared drives/BioSoundSCape_ABG/labeled_data/spectrogram_data/training/154787485_6.37_noaug_I_sp3_3435.png,3,3435
G:/Shared drives/BioSoundSCape_ABG/labeled_data/spectrogram_data/training/156089834_50.2_noaug_I_sp3_3416.png,3,3416
G:/Shared drives/BioSoundSCape_ABG/labeled_data/spectrogram_data/training/156090751_4.83_noaug_I_sp3_3397.png,3,3397
G:/Shared drives/BioSoundSCape_ABG/labeled_data/spectrogram_data/training/156089834_49.95_noaug_I_sp3_3416.png,3,3416
G:/Shared drives/BioSoundSCape_ABG/labeled_data/spectrogram_data/training/154787485_6.12_noaug_I_sp3_3435.png,3,3435
G:/Shared drives/BioSoundSCape_ABG/labeled_data/spectrogram_data/training/154787302_2.3_noaug_I_sp3_3420.png,3,3420
G:/Shared drives/BioSoundSCape_ABG/labeled_data/spectrogram_data/training/157375933_26.08_noaug_I_sp3_3419.png,3,3419
G:/Shared drives/BioSoundSCape_ABG/labeled_data/spectrogram_data/training/157374918_34.2_noaug_I_sp3_3431.png,3,3431
G:/Shared drives/BioSoundSCape_ABG/labeled_data/spectrogram_data/training/154791195_24.48_noaug_I_sp3_3396.png,3,3396
G:/Shared drives/BioSoundSCape_ABG/labeled_data/spectrogram_data/training/157375823_28.98_noaug_I_sp3_3441.png,3,3441
G:/Shared drives/BioSoundSCape_ABG/labeled_data/spectrogram_data/training/156089148_12.77_noaug_I_sp3_3415.png,3,3415
G:/Shared drives/BioSoundSCape_ABG/labeled_data/spectrogram_data/training/156087787_13.86_noaug_I_sp3_3440.png,3,3440
G:/Shared drives/BioSoundSCape_ABG/labeled_data/spectrogram_data/training/154787235_0.24_noaug_I_sp3_3442.png,3,3442
G:/Shared drives/BioSoundSCape_ABG/labeled_data/spectrogram_data/training/154787302_1.8_noaug_I_sp3_3420.png,3,3420
G:/Shared drives/BioSoundSCape_ABG/labeled_data/spectrogram_data/training/154789468_6.94_noaug_I_sp3_3434.png,3,3434
G:/Shared drives/BioSoundSCape_ABG/labeled_data/spectrogram_data/training/154787235_0.74_noaug_I_sp3_3442.png,3,3442
G:/Shared drives/BioSoundSCape_ABG/labeled_data/spectrogram_data/training/154787235_0.49_noaug_I_sp3_3442.png,3,3442
G:/Shared drives/BioSoundSCape_ABG/labeled_data/spectrogram_data/training/157389015_18.47_noaug_I_sp3_3430.png,3,3430
G:/Shared drives/BioSoundSCape_ABG/labeled_data/spectrogram_data/training/156094285_7.55_noaug_I_sp3_3432.png,3,3432
G:/Shared drives/BioSoundSCape_ABG/labeled_data/spectrogram_data/training/157375933_25.83_noaug_I_sp3_3419.png,3,3419
G:/Shared drives/BioSoundSCape_ABG/labeled_data/spectrogram_data/training/157374918_33.7_noaug_I_sp3_3431.png,3,3431
G:/Shared drives/BioSoundSCape_ABG/labeled_data/spectrogram_data/training/157389015_18.72_noaug_I_sp3_3430.png,3,3430
G:/Shared drives/BioSoundSCape_ABG/labeled_data/spectrogram_data/training/157375933_25.58_noaug_I_sp3_3419.png,3,3419
G:/Shared drives/BioSoundSCape_ABG/labeled_data/spectrogram_data/training/156088654_16.37_noaug_I_sp3_3421.png,3,3421
G:/Shared drives/BioSoundSCape_ABG/labeled_data/spectrogram_data/training/156093125_3.01_noaug_I_sp3_3433.png,3,3433
G:/Shared drives/BioSoundSCape_ABG/labeled_data/spectrogram_data/training/156094285_7.05_noaug_I_sp3_3432.png,3,3432
G:/Shared drives/BioSoundSCape_ABG/labeled_data/spectrogram_data/training/157375823_29.23_noaug_I_sp3_3441.png,3,3441
G:/Shared drives/BioSoundSCape_ABG/labeled_data/spectrogram_data/training/154744215_46.34_noaug_I_sp3_3439.png,3,3439
G:/Shared drives/BioSoundSCape_ABG/labeled_data/spectrogram_data/training/156088472_34.55_noaug_I_sp3_3436.png,3,3436
G:/Shared drives/BioSoundSCape_ABG/labeled_data/spectrogram_data/training/156091294_35.76_noaug_I_sp3_3422.png,3,3422
G:/Shared drives/BioSoundSCape_ABG/labeled_data/spectrogram_data/training/156088472_34.3_noaug_I_sp3_3436.png,3,3436
G:/Shared drives/BioSoundSCape_ABG/labeled_data/spectrogram_data/training/156089834_45.58_noaug_I_sp3_3398.png,3,3398
G:/Shared drives/BioSoundSCape_ABG/labeled_data/spectrogram_data/training/156093621_19.1_noaug_I_sp3_3437.png,3,3437
G:/Shared drives/BioSoundSCape_ABG/labeled_data/spectrogram_data/training/156091294_35.51_noaug_I_sp3_3422.png,3,3422
G:/Shared drives/BioSoundSCape_ABG/labeled_data/spectrogram_data/training/156091772_15.84_noaug_I_sp3_3423.png,3,3423
G:/Shared drives/BioSoundSCape_ABG/labeled_data/spectrogram_data/training/157374696_0.25_noaug_I_sp3_3418.png,3,3418
G:/Shared drives/BioSoundSCape_ABG/labeled_data/spectrogram_data/training/156090751_5.08_noaug_I_sp3_3397.png,3,3397
G:/Shared drives/BioSoundSCape_ABG/labeled_data/spectrogram_data/training/156096219_3.51_noaug_I_sp3_3417.png,3,3417
G:/Shared drives/BioSoundSCape_ABG/labeled_data/spectrogram_data/training/156096219_3.26_noaug_I_sp3_3417.png,3,3417
G:/Shared drives/BioSoundSCape_ABG/labeled_data/spectrogram_data/training/156090751_4.58_noaug_I_sp3_3397.png,3,3397
G:/Shared drives/BioSoundSCape_ABG/labeled_data/spectrogram_data/training/156088654_16.62_noaug_I_sp3_3421.png,3,3421
G:/Shared drives/BioSoundSCape_ABG/labeled_data/spectrogram_data/training/156091294_36.01_noaug_I_sp3_3422.png,3,3422
G:/Shared drives/BioSoundSCape_ABG/labeled_data/spectrogram_data/training/156088654_16.12_noaug_I_sp3_3421.png,3,3421
G:/Shared drives/BioSoundSCape_ABG/labeled_data/spectrogram_data/training/156096219_3.01_noaug_I_sp3_3417.png,3,3417
G:/Shared drives/BioSoundSCape_ABG/labeled_data/spectrogram_data/training/156088472_34.8_noaug_I_sp3_3436.png,3,3436
G:/Shared drives/BioSoundSCape_ABG/labeled_data/spectrogram_data/training/156089834_49.7_noaug_I_sp3_3416.png,3,3416
G:/Shared drives/BioSoundSCape_ABG/labeled_data/spectrogram_data/training/156088344_15.03_noaug_I_sp3_3438.png,3,3438
G:/Shared drives/BioSoundSCape_ABG/labeled_data/spectrogram_data/training/156093621_19.35_noaug_I_sp3_3437.png,3,3437
G:/Shared drives/BioSoundSCape_ABG/labeled_data/spectrogram_data/training/156093621_19.6_noaug_I_sp3_3437.png,3,3437
G:/Shared drives/BioSoundSCape_ABG/labeled_data/spectrogram_data/training/156089565_37.73_noaug_I_sp3_3426.png,3,3426
G:/Shared drives/BioSoundSCape_ABG/labeled_data/spectrogram_data/training/157388129_1.65_noaug_I_sp3_3427.png,3,3427
G:/Shared drives/BioSoundSCape_ABG/labeled_data/spectrogram_data/training/157376734_45.51_noaug_I_sp3_3428.png,3,3428
G:/Shared drives/BioSoundSCape_ABG/labeled_data/spectrogram_data/training/157388129_1.9_noaug_I_sp3_3427.png,3,3427
G:/Shared drives/BioSoundSCape_ABG/labeled_data/spectrogram_data/training/157388129_2.15_noaug_I_sp3_3427.png,3,3427
G:/Shared drives/BioSoundSCape_ABG/labeled_data/spectrogram_data/training/154794792_1.99_noaug_I_sp3_3445.png,3,3445
G:/Shared drives/BioSoundSCape_ABG/labeled_data/spectrogram_data/training/157374858_54.29_noaug_I_sp3_3443.png,3,3443
G:/Shared drives/BioSoundSCape_ABG/labeled_data/spectrogram_data/training/157388103_5.07_noaug_I_sp3_3444.png,3,3444
G:/Shared drives/BioSoundSCape_ABG/labeled_data/spectrogram_data/training/157388103_4.57_noaug_I_sp3_3444.png,3,3444
G:/Shared drives/BioSoundSCape_ABG/labeled_data/spectrogram_data/training/157374858_54.79_noaug_I_sp3_3443.png,3,3443
G:/Shared drives/BioSoundSCape_ABG/labeled_data/spectrogram_data/training/157388103_4.82_noaug_I_sp3_3444.png,3,3444
G:/Shared drives/BioSoundSCape_ABG/labeled_data/spectrogram_data/training/156087741_23.82_noaug_I_sp3_3446.png,3,3446
G:/Shared drives/BioSoundSCape_ABG/labeled_data/spectrogram_data/training/154794792_1.74_noaug_I_sp3_3445.png,3,3445
G:/Shared drives/BioSoundSCape_ABG/labeled_data/spectrogram_data/training/156093459_19.24_noaug_I_sp3_3448.png,3,3448
G:/Shared drives/BioSoundSCape_ABG/labeled_data/spectrogram_data/training/154794792_2.24_noaug_I_sp3_3445.png,3,3445
